36.34808967|127.30111883
36.3479365|127.30110667
36.3478515|127.301162
36.34786633|127.30120683
36.34787233|127.30121617
36.34779133|127.3012115
36.34768417|127.30114383
36.34766917|127.30113983
36.3476885|127.30114433
36.3477495|127.30115167
36.3477885|127.3011625
36.34784417|127.30117583
36.347879|127.3012165
36.34795167|127.30127117
36.3479445|127.3013055
36.3479855|127.30132733
36.34800883|127.30135783
36.34797517|127.30138767
36.34803|127.30137867
36.3480085|127.30149433
36.347963|127.30156283
36.34798733|127.30160033
36.34801483|127.30161
36.34804017|127.30165833
36.3480115|127.3016545
36.347979|127.30168783
36.34795517|127.30171617
36.34794033|127.301733
36.3479615|127.30174233
36.34794367|127.30175683
36.347926|127.301776
36.34791733|127.30176317
36.34792867|127.30172483
36.34794467|127.30171917
36.347924|127.30166683
36.34793717|127.30166117
36.34791983|127.301679
36.3478615|127.30171433
36.34782817|127.301724
36.3477925|127.301701
36.347781|127.30163317
36.3477695|127.30155133
36.34774|127.30150667
36.3477085|127.30149067
36.34767767|127.3014555
36.34765583|127.30144817
36.34762717|127.30147833
36.34760083|127.30151417
36.347592|127.301511
36.347583|127.30151467
36.34757117|127.30151
36.34754367|127.3014735
36.347544|127.30144083
36.34753817|127.301406
36.3475035|127.30134067
36.34754183|127.30109767
36.34754933|127.3009345
36.34756017|127.3008085
36.34762533|127.3007235
36.34764217|127.30064683
36.34767133|127.30054367
36.347708|127.30046133
36.34774417|127.30029467
36.34774217|127.30025317
36.3476695|127.30028667
36.3475445|127.300691
36.3475155|127.30082233
36.34747683|127.30086083
36.34742767|127.3009585
36.347411|127.30104167
36.34739383|127.30109717
36.34737767|127.30113967
36.3473655|127.30117467
36.3473355|127.30124633
36.3473285|127.30126217
36.34731883|127.3012845
36.34731133|127.301293
36.3472955|127.30129667
36.34728417|127.3013035
36.34727933|127.30131033
36.34728267|127.30131317
36.34727233|127.30131683
36.34727133|127.3013205
36.34726367|127.301322
36.347263|127.30132267
36.347245|127.301332
36.3472445|127.30133683
36.34723483|127.30134233
36.34723233|127.30134733
36.34723017|127.301348
36.3472205|127.301348
36.34721567|127.3013455
36.3472165|127.30134183
36.34721317|127.3013365
36.34721617|127.3013345
36.34721817|127.30133
36.3472225|127.30132267
36.34722433|127.30131617
36.347228|127.301308
36.347223|127.30130617
36.34722383|127.301302
36.34722517|127.30130067
36.34722583|127.30129983
36.3472265|127.30129917
36.34722867|127.30130167
36.34722783|127.30130633
36.34722567|127.30130833
36.347225|127.30130883
36.3472305|127.30130717
36.3472295|127.30130667
36.34722933|127.30131467
36.347245|127.30131567
36.3472415|127.30131367
36.34723667|127.30131333
36.3472335|127.30131717
36.34723617|127.30132417
36.34723833|127.30133833
36.34724083|127.30134683
36.34725083|127.30135183
36.34725633|127.301348
36.34726183|127.301343
36.3472635|127.3013425
36.34726483|127.30135133
36.34726733|127.3013565
36.347281|127.30136717
36.34728283|127.30137683
36.34729283|127.30138117
36.347301|127.30138733
36.347314|127.301392
36.3473195|127.3013975
36.34732383|127.30140367
36.34733|127.30140983
36.34732633|127.30140317
36.34733233|127.301403
36.34734167|127.301409
36.34734433|127.30141183
36.3473495|127.30141633
36.34735717|127.30141817
36.34736517|127.30143383
36.34736633|127.30144033
36.347366|127.30145167
36.347361|127.3014585
36.34736783|127.301471
36.34737233|127.30147933
36.34737283|127.30149217
36.34738017|127.30149683
36.347388|127.301509
36.34738867|127.30151417
36.34739967|127.3015225
36.34740567|127.30153067
36.34741067|127.30154
36.34741033|127.30154233
36.347413|127.301545
36.34741567|127.30155483
36.34741767|127.301568
36.34743283|127.30158883
36.34744467|127.301603
36.34745417|127.30161333
36.34745317|127.3016175
36.3474705|127.301623
36.347483|127.30162833
36.34749433|127.30163617
36.34750617|127.3016435
36.34751733|127.30164783
36.34752733|127.30165283
36.3475375|127.30165883
36.347543|127.3016665
36.34754883|127.30167367
36.34755217|127.301684
36.347553|127.30168967
36.34755683|127.30170133
36.34756467|127.3017115
36.34757267|127.3017225
36.347585|127.30173617
36.3475955|127.30175017
36.34761167|127.3017665
36.347619|127.301778
36.3476255|127.301789
36.34763217|127.3018015
36.34764333|127.301817
36.3476515|127.30182633
36.34766333|127.30183883
36.34767033|127.30184967
36.34767883|127.30185833
36.3476875|127.301868
36.34769233|127.3018795
36.34769233|127.301886
36.3476925|127.301895
36.34769683|127.3019035
36.34770567|127.30191083
36.34771383|127.3019225
36.34772633|127.30193267
36.34772567|127.30194533
36.34772983|127.30195383
36.3477445|127.3019675
36.3477625|127.30197767
36.34778267|127.3019925
36.34781233|127.3020005
36.347834|127.30200433
36.347848|127.30200583
36.34786733|127.302007
36.34786967|127.30200967
36.34787117|127.30201083
36.3478765|127.30201683
36.34788267|127.30201933
36.34789483|127.30201967
36.3479055|127.30202083
36.34792717|127.30202867
36.34794517|127.30202933
36.34795283|127.30202017
36.3479525|127.30201667
36.34794117|127.30201533
36.34793533|127.302006
36.3479295|127.30200767
36.34792583|127.30200417
36.34791467|127.3020035
36.3479085|127.30199783
36.34789483|127.30200367
36.34788533|127.30200633
36.34786233|127.30201267
