Column1,road_code,road_name,serial_number,si_do
82894,3.01404E+11,동서대로1193번길,0,대전광역시
82895,3.01404E+11,동서대로1193번길,1,대전광역시
82896,3.01404E+11,동서대로1194번길,0,대전광역시
82897,3.01404E+11,동서대로1194번길,1,대전광역시
82898,3.01404E+11,동서대로1199번길,0,대전광역시
82899,3.01404E+11,동서대로1199번길,1,대전광역시
82900,3.01404E+11,동서대로1207번길,0,대전광역시
82901,3.01404E+11,동서대로1207번길,1,대전광역시
82902,3.01404E+11,동서대로1233번길,0,대전광역시
82903,3.01404E+11,동서대로1233번길,1,대전광역시
82904,3.01404E+11,동서대로1235번길,0,대전광역시
82905,3.01404E+11,동서대로1235번길,1,대전광역시
82906,3.01404E+11,동서대로1250번길,0,대전광역시
82907,3.01404E+11,동서대로1250번길,1,대전광역시
82908,3.01404E+11,동서대로1268번길,0,대전광역시
82909,3.01404E+11,동서대로1268번길,1,대전광역시
82910,3.01404E+11,동서대로1273번길,0,대전광역시
82911,3.01404E+11,동서대로1273번길,1,대전광역시
82912,3.01404E+11,동서대로1274번길,0,대전광역시
82913,3.01404E+11,동서대로1274번길,1,대전광역시
82914,3.01404E+11,동서대로1277번길,0,대전광역시
82915,3.01404E+11,동서대로1277번길,1,대전광역시
82916,3.01404E+11,동서대로1278번길,0,대전광역시
82917,3.01404E+11,동서대로1278번길,1,대전광역시
82918,3.01404E+11,동서대로1303번길,0,대전광역시
82919,3.01404E+11,동서대로1303번길,1,대전광역시
82920,3.01404E+11,동서대로1304번길,0,대전광역시
82921,3.01404E+11,동서대로1304번길,1,대전광역시
82922,3.01404E+11,동서대로1321번길,0,대전광역시
82923,3.01404E+11,동서대로1321번길,1,대전광역시
82924,3.01404E+11,동서대로1322번길,0,대전광역시
82925,3.01404E+11,동서대로1322번길,1,대전광역시
82926,3.01404E+11,동서대로1327번길,0,대전광역시
82927,3.01404E+11,동서대로1327번길,1,대전광역시
82928,3.01404E+11,동서대로1331번길,0,대전광역시
82929,3.01404E+11,동서대로1331번길,1,대전광역시
82930,3.01404E+11,동서대로1332번길,0,대전광역시
82931,3.01404E+11,동서대로1332번길,1,대전광역시
82932,3.01404E+11,동서대로1340번길,0,대전광역시
82933,3.01404E+11,동서대로1340번길,1,대전광역시
82934,3.01404E+11,동서대로1352번길,0,대전광역시
82935,3.01404E+11,동서대로1352번길,1,대전광역시
82936,3.01404E+11,동서대로1352번길,2,대전광역시
82937,3.01404E+11,동서대로1365번길,0,대전광역시
82938,3.01404E+11,동서대로1365번길,1,대전광역시
82939,3.01404E+11,동서대로1403번길,0,대전광역시
82940,3.01404E+11,동서대로1403번길,1,대전광역시
82941,3.01404E+11,동서대로1404번길,0,대전광역시
82942,3.01404E+11,동서대로1404번길,1,대전광역시
82943,3.01404E+11,동서대로1404번길,2,대전광역시
82944,3.01404E+11,동서대로1421번길,0,대전광역시
82945,3.01404E+11,동서대로1421번길,1,대전광역시
82946,3.01404E+11,동서대로1431번길,0,대전광역시
82947,3.01404E+11,동서대로1431번길,1,대전광역시
82948,3.01404E+11,동서대로1439번길,0,대전광역시
82949,3.01404E+11,동서대로1439번길,1,대전광역시
82950,3.01404E+11,동서대로1440번길,0,대전광역시
82951,3.01404E+11,동서대로1440번길,1,대전광역시
82952,3.01404E+11,동서대로1456번길,0,대전광역시
82953,3.01404E+11,동서대로1456번길,1,대전광역시
82954,3.01404E+11,동서대로1466번길,0,대전광역시
82955,3.01404E+11,동서대로1466번길,1,대전광역시
82956,3.01404E+11,모암로13번길,0,대전광역시
82957,3.01404E+11,모암로13번길,1,대전광역시
82958,3.01404E+11,모암로13번길,2,대전광역시
82959,3.01404E+11,모암로14번길,0,대전광역시
82960,3.01404E+11,모암로14번길,1,대전광역시
82961,3.01404E+11,모암로14번길,2,대전광역시
82962,3.01404E+11,모암로17번길,0,대전광역시
82963,3.01404E+11,모암로17번길,1,대전광역시
82964,3.01404E+11,모암로17번길,2,대전광역시
82965,3.01404E+11,모암로18번길,0,대전광역시
82966,3.01404E+11,모암로18번길,1,대전광역시
82967,3.01404E+11,모암로18번길,2,대전광역시
82968,3.01404E+11,모암로24번길,0,대전광역시
82969,3.01404E+11,모암로24번길,1,대전광역시
82970,3.01404E+11,모암로24번길,2,대전광역시
82971,3.01404E+11,모암로30번길,0,대전광역시
82972,3.01404E+11,모암로30번길,1,대전광역시
82973,3.01404E+11,모암로32번길,0,대전광역시
82974,3.01404E+11,모암로32번길,1,대전광역시
82975,3.01404E+11,모암로42번길,0,대전광역시
82976,3.01404E+11,모암로42번길,1,대전광역시
82977,3.01404E+11,모암로7번길,0,대전광역시
82978,3.01404E+11,모암로7번길,1,대전광역시
82979,3.01404E+11,모암로7번길,2,대전광역시
82980,3.01404E+11,모암로8번길,0,대전광역시
82981,3.01404E+11,모암로8번길,1,대전광역시
82982,3.01404E+11,모암로8번길,2,대전광역시
82983,3.01404E+11,목동로22번길,0,대전광역시
82984,3.01404E+11,목동로22번길,1,대전광역시
82985,3.01404E+11,목동로56번길,0,대전광역시
82986,3.01404E+11,목동로56번길,1,대전광역시
82987,3.01404E+11,목동로76번길,0,대전광역시
82988,3.01404E+11,목동로76번길,1,대전광역시
82989,3.01404E+11,목동로76번길,2,대전광역시
82990,3.01404E+11,목동로8번길,0,대전광역시
82991,3.01404E+11,목동로8번길,1,대전광역시
82992,3.01404E+11,목중로10번길,0,대전광역시
82993,3.01404E+11,목중로10번길,1,대전광역시
82994,3.01404E+11,목중로16번길,0,대전광역시
82995,3.01404E+11,목중로16번길,1,대전광역시
82996,3.01404E+11,목중로19번길,0,대전광역시
82997,3.01404E+11,목중로19번길,1,대전광역시
82998,3.01404E+11,목중로20번길,0,대전광역시
82999,3.01404E+11,목중로20번길,1,대전광역시
83000,3.01404E+11,목중로25번길,0,대전광역시
83001,3.01404E+11,목중로25번길,1,대전광역시
83002,3.01404E+11,목중로26번길,0,대전광역시
83003,3.01404E+11,목중로26번길,1,대전광역시
83004,3.01404E+11,목중로35번길,0,대전광역시
83005,3.01404E+11,목중로35번길,1,대전광역시
83006,3.01404E+11,목중로39번길,0,대전광역시
83007,3.01404E+11,목중로39번길,1,대전광역시
83008,3.01404E+11,목중로4번길,0,대전광역시
83009,3.01404E+11,목중로4번길,1,대전광역시
83010,3.01404E+11,목중로54번길,0,대전광역시
83011,3.01404E+11,목중로54번길,1,대전광역시
83012,3.01404E+11,목중로70번길,0,대전광역시
83013,3.01404E+11,목중로70번길,1,대전광역시
83014,3.01404E+11,목척1길,0,대전광역시
83015,3.01404E+11,목척1길,1,대전광역시
83016,3.01404E+11,목척2길,0,대전광역시
83017,3.01404E+11,목척2길,1,대전광역시
83018,3.01404E+11,목척3길,0,대전광역시
83019,3.01404E+11,목척3길,1,대전광역시
83020,3.01404E+11,목척4길,0,대전광역시
83021,3.01404E+11,목척4길,1,대전광역시
83022,3.01404E+11,목척5길,0,대전광역시
83023,3.01404E+11,목척5길,1,대전광역시
83024,3.01404E+11,목척6길,0,대전광역시
83025,3.01404E+11,목척6길,1,대전광역시
83026,3.01404E+11,목척7길,0,대전광역시
83027,3.01404E+11,목척7길,1,대전광역시
83028,3.01404E+11,목척8길,0,대전광역시
83029,3.01404E+11,목척8길,1,대전광역시
83030,3.01404E+11,목척9길,0,대전광역시
83031,3.01404E+11,목척9길,1,대전광역시
83032,3.01404E+11,문창로102번길,0,대전광역시
83033,3.01404E+11,문창로102번길,1,대전광역시
83034,3.01404E+11,문창로10번길,0,대전광역시
83035,3.01404E+11,문창로10번길,1,대전광역시
83036,3.01404E+11,문창로110번길,0,대전광역시
83037,3.01404E+11,문창로110번길,1,대전광역시
83038,3.01404E+11,문창로18번길,0,대전광역시
83039,3.01404E+11,문창로18번길,1,대전광역시
83040,3.01404E+11,문창로38번길,0,대전광역시
83041,3.01404E+11,문창로38번길,1,대전광역시
83042,3.01404E+11,문창로42번길,0,대전광역시
83043,3.01404E+11,문창로42번길,1,대전광역시
83044,3.01404E+11,문창로50번길,0,대전광역시
83045,3.01404E+11,문창로50번길,1,대전광역시
83046,3.01404E+11,문창로54번길,0,대전광역시
83047,3.01404E+11,문창로54번길,1,대전광역시
83048,3.01404E+11,문창로58번길,0,대전광역시
83049,3.01404E+11,문창로58번길,1,대전광역시
83050,3.01404E+11,문창로60번길,0,대전광역시
83051,3.01404E+11,문창로60번길,1,대전광역시
83052,3.01404E+11,문창로66번길,0,대전광역시
83053,3.01404E+11,문창로66번길,1,대전광역시
83054,3.01404E+11,문창로69번길,0,대전광역시
83055,3.01404E+11,문창로69번길,1,대전광역시
83056,3.01404E+11,문창로6번길,0,대전광역시
83057,3.01404E+11,문창로6번길,1,대전광역시
83058,3.01404E+11,문창로80번길,0,대전광역시
83059,3.01404E+11,문창로80번길,1,대전광역시
83060,3.01404E+11,문창로90번길,0,대전광역시
83061,3.01404E+11,문창로90번길,1,대전광역시
83062,3.01404E+11,문창로94번길,0,대전광역시
83063,3.01404E+11,문창로94번길,1,대전광역시
83064,3.01404E+11,문창로98번길,0,대전광역시
83065,3.01404E+11,문창로98번길,1,대전광역시
83066,3.01404E+11,문화로105번길,0,대전광역시
83067,3.01404E+11,문화로105번길,1,대전광역시
83068,3.01404E+11,문화로105번안길,0,대전광역시
83069,3.01404E+11,문화로105번안길,1,대전광역시
83070,3.01404E+11,문화로126번길,0,대전광역시
83071,3.01404E+11,문화로126번길,1,대전광역시
83072,3.01404E+11,문화로12번길,0,대전광역시
83073,3.01404E+11,문화로12번길,1,대전광역시
83074,3.01404E+11,문화로133번길,0,대전광역시
83075,3.01404E+11,문화로133번길,1,대전광역시
83076,3.01404E+11,문화로134번길,0,대전광역시
83077,3.01404E+11,문화로134번길,1,대전광역시
83078,3.01404E+11,문화로157번길,0,대전광역시
83079,3.01404E+11,문화로157번길,1,대전광역시
83080,3.01404E+11,문화로163번길,0,대전광역시
83081,3.01404E+11,문화로163번길,1,대전광역시
83082,3.01404E+11,문화로218번길,0,대전광역시
83083,3.01404E+11,문화로218번길,1,대전광역시
83084,3.01404E+11,문화로22번길,0,대전광역시
83085,3.01404E+11,문화로22번길,1,대전광역시
83086,3.01404E+11,문화로22번안길,0,대전광역시
83087,3.01404E+11,문화로22번안길,1,대전광역시
83088,3.01404E+11,문화로234번길,0,대전광역시
83089,3.01404E+11,문화로234번길,1,대전광역시
83090,3.01404E+11,문화로270번길,0,대전광역시
83091,3.01404E+11,문화로270번길,1,대전광역시
83092,3.01404E+11,문화로270번길,2,대전광역시
83093,3.01404E+11,문화로33번길,0,대전광역시
83094,3.01404E+11,문화로33번길,1,대전광역시
83095,3.01404E+11,문화로45번길,0,대전광역시
83096,3.01404E+11,문화로45번길,1,대전광역시
83097,3.01404E+11,문화로46번길,0,대전광역시
83098,3.01404E+11,문화로46번길,1,대전광역시
83099,3.01404E+11,문화로51번길,0,대전광역시
83100,3.01404E+11,문화로51번길,1,대전광역시
83101,3.01404E+11,문화로52번길,0,대전광역시
83102,3.01404E+11,문화로52번길,1,대전광역시
83103,3.01404E+11,문화로78번길,0,대전광역시
83104,3.01404E+11,문화로78번길,1,대전광역시
83105,3.01404E+11,문화로78번안길,0,대전광역시
83106,3.01404E+11,문화로78번안길,1,대전광역시
83107,3.01404E+11,문화로78번안길,2,대전광역시
83108,3.01404E+11,문화로87번길,0,대전광역시
83109,3.01404E+11,문화로87번길,1,대전광역시
83110,3.01404E+11,문화로94번길,0,대전광역시
83111,3.01404E+11,문화로94번길,1,대전광역시
83112,3.01404E+11,문화로94번길,2,대전광역시
83113,3.01404E+11,문화로99번길,0,대전광역시
83114,3.01404E+11,문화로99번길,1,대전광역시
83115,3.01404E+11,방아미로16번길,0,대전광역시
83116,3.01404E+11,방아미로16번길,1,대전광역시
83117,3.01404E+11,방아미로66번길,0,대전광역시
83118,3.01404E+11,방아미로66번길,1,대전광역시
83119,3.01404E+11,방아미로66번안길,0,대전광역시
83120,3.01404E+11,방아미로66번안길,1,대전광역시
83121,3.01404E+11,범골로22번길,0,대전광역시
83122,3.01404E+11,범골로22번길,1,대전광역시
83123,3.01404E+11,범골로22번길,2,대전광역시
83124,3.01404E+11,범골로34번길,0,대전광역시
83125,3.01404E+11,범골로34번길,1,대전광역시
83126,3.01404E+11,범골로90번길,0,대전광역시
83127,3.01404E+11,범골로90번길,1,대전광역시
83128,3.01404E+11,보문로103번길,0,대전광역시
83129,3.01404E+11,보문로103번길,1,대전광역시
83130,3.01404E+11,보문로109번길,0,대전광역시
83131,3.01404E+11,보문로109번길,1,대전광역시
83132,3.01404E+11,보문로111번길,0,대전광역시
83133,3.01404E+11,보문로111번길,1,대전광역시
83134,3.01404E+11,보문로111번길,2,대전광역시
83135,3.01404E+11,보문로113번길,0,대전광역시
83136,3.01404E+11,보문로113번길,1,대전광역시
83137,3.01404E+11,보문로113번길,2,대전광역시
83138,3.01404E+11,보문로115번길,0,대전광역시
83139,3.01404E+11,보문로115번길,1,대전광역시
83140,3.01404E+11,보문로125번길,0,대전광역시
83141,3.01404E+11,보문로125번길,1,대전광역시
83142,3.01404E+11,보문로145번길,0,대전광역시
83143,3.01404E+11,보문로145번길,1,대전광역시
83144,3.01404E+11,보문로162번길,0,대전광역시
83145,3.01404E+11,보문로162번길,1,대전광역시
83146,3.01404E+11,보문로162번길,2,대전광역시
83147,3.01404E+11,보문로199번길,0,대전광역시
83148,3.01404E+11,보문로199번길,1,대전광역시
83149,3.01404E+11,보문로19번길,0,대전광역시
83150,3.01404E+11,보문로19번길,1,대전광역시
83151,3.01404E+11,보문로205번길,0,대전광역시
83152,3.01404E+11,보문로205번길,1,대전광역시
83153,3.01404E+11,보문로20번길,0,대전광역시
83154,3.01404E+11,보문로20번길,1,대전광역시
83155,3.01404E+11,보문로230번길,0,대전광역시
83156,3.01404E+11,보문로230번길,1,대전광역시
83157,3.01404E+11,보문로254번길,0,대전광역시
83158,3.01404E+11,보문로254번길,1,대전광역시
83159,3.01404E+11,보문로260번길,0,대전광역시
83160,3.01404E+11,보문로260번길,1,대전광역시
83161,3.01404E+11,보문로262번길,0,대전광역시
83162,3.01404E+11,보문로262번길,1,대전광역시
83163,3.01404E+11,보문로268번길,0,대전광역시
83164,3.01404E+11,보문로268번길,1,대전광역시
83165,3.01404E+11,보문로288번길,0,대전광역시
83166,3.01404E+11,보문로288번길,1,대전광역시
83167,3.01404E+11,보문로291번길,0,대전광역시
83168,3.01404E+11,보문로291번길,1,대전광역시
83169,3.01404E+11,보문로29번길,0,대전광역시
83170,3.01404E+11,보문로29번길,1,대전광역시
83171,3.01404E+11,보문로30번길,0,대전광역시
83172,3.01404E+11,보문로30번길,1,대전광역시
83173,3.01404E+11,보문로323번길,0,대전광역시
83174,3.01404E+11,보문로323번길,1,대전광역시
83175,3.01404E+11,보문로335번길,0,대전광역시
83176,3.01404E+11,보문로335번길,1,대전광역시
83177,3.01404E+11,보문로336번길,0,대전광역시
83178,3.01404E+11,보문로336번길,1,대전광역시
83179,3.01404E+11,보문로337번길,0,대전광역시
83180,3.01404E+11,보문로337번길,1,대전광역시
83181,3.01404E+11,보문로346번길,0,대전광역시
83182,3.01404E+11,보문로346번길,1,대전광역시
83183,3.01404E+11,보문로47번길,0,대전광역시
83184,3.01404E+11,보문로47번길,1,대전광역시
83185,3.01404E+11,보문로47번길,2,대전광역시
83186,3.01404E+11,보문로48번길,0,대전광역시
83187,3.01404E+11,보문로48번길,1,대전광역시
83188,3.01404E+11,보문로63번길,0,대전광역시
83189,3.01404E+11,보문로63번길,1,대전광역시
83190,3.01404E+11,보문로63번안길,0,대전광역시
83191,3.01404E+11,보문로63번안길,1,대전광역시
83192,3.01404E+11,보문로67번길,0,대전광역시
83193,3.01404E+11,보문로67번길,1,대전광역시
83194,3.01404E+11,보문로68번길,0,대전광역시
83195,3.01404E+11,보문로68번길,1,대전광역시
83196,3.01404E+11,보문로75번길,0,대전광역시
83197,3.01404E+11,보문로75번길,1,대전광역시
83198,3.01404E+11,보문로89번길,0,대전광역시
83199,3.01404E+11,보문로89번길,1,대전광역시
83200,3.01404E+11,보문로95번길,0,대전광역시
83201,3.01404E+11,보문로95번길,1,대전광역시
83202,3.01404E+11,보문산공원로497번길,0,대전광역시
83203,3.01404E+11,보문산공원로497번길,1,대전광역시
83204,3.01404E+11,보문산공원로497번안길,0,대전광역시
83205,3.01404E+11,보문산공원로497번안길,1,대전광역시
83206,3.01404E+11,보문산공원로499번길,0,대전광역시
83207,3.01404E+11,보문산공원로499번길,1,대전광역시
83208,3.01404E+11,보문산공원로530번길,0,대전광역시
83209,3.01404E+11,보문산공원로530번길,1,대전광역시
83210,3.01404E+11,보문산공원로530번길,2,대전광역시
83211,3.01404E+11,보문산공원로540번길,0,대전광역시
83212,3.01404E+11,보문산공원로540번길,1,대전광역시
83213,3.01404E+11,보문산로103번길,0,대전광역시
83214,3.01404E+11,보문산로103번길,1,대전광역시
83215,3.01404E+11,보문산로108번길,0,대전광역시
83216,3.01404E+11,보문산로108번길,1,대전광역시
83217,3.01404E+11,보문산로112번길,0,대전광역시
83218,3.01404E+11,보문산로112번길,1,대전광역시
83219,3.01404E+11,보문산로122번길,0,대전광역시
83220,3.01404E+11,보문산로122번길,1,대전광역시
83221,3.01404E+11,보문산로122번안길,0,대전광역시
83222,3.01404E+11,보문산로122번안길,1,대전광역시
83223,3.01404E+11,보문산로141번길,0,대전광역시
83224,3.01404E+11,보문산로141번길,1,대전광역시
83225,3.01404E+11,보문산로141번길,2,대전광역시
83226,3.01404E+11,보문산로161번길,0,대전광역시
83227,3.01404E+11,보문산로161번길,1,대전광역시
83228,3.01404E+11,보문산로171번길,0,대전광역시
83229,3.01404E+11,보문산로171번길,1,대전광역시
83230,3.01404E+11,보문산로171번안길,0,대전광역시
83231,3.01404E+11,보문산로171번안길,1,대전광역시
83232,3.01404E+11,보문산로177번길,0,대전광역시
83233,3.01404E+11,보문산로177번길,1,대전광역시
83234,3.01404E+11,보문산로177번안길,0,대전광역시
83235,3.01404E+11,보문산로177번안길,1,대전광역시
83236,3.01404E+11,보문산로215번길,0,대전광역시
83237,3.01404E+11,보문산로215번길,1,대전광역시
83238,3.01404E+11,보문산로227번길,0,대전광역시
83239,3.01404E+11,보문산로227번길,1,대전광역시
83240,3.01404E+11,보문산로227번안길,0,대전광역시
83241,3.01404E+11,보문산로227번안길,1,대전광역시
83242,3.01404E+11,보문산로228번길,0,대전광역시
83243,3.01404E+11,보문산로228번길,1,대전광역시
83244,3.01404E+11,보문산로245번길,0,대전광역시
83245,3.01404E+11,보문산로245번길,1,대전광역시
83246,3.01404E+11,보문산로293번길,0,대전광역시
83247,3.01404E+11,보문산로293번길,1,대전광역시
83248,3.01404E+11,보문산로294번길,0,대전광역시
83249,3.01404E+11,보문산로294번길,1,대전광역시
83250,3.01404E+11,보문산로310번길,0,대전광역시
83251,3.01404E+11,보문산로310번길,1,대전광역시
83252,3.01404E+11,보문산로333번길,0,대전광역시
83253,3.01404E+11,보문산로333번길,1,대전광역시
83254,3.01404E+11,보문산로35번길,0,대전광역시
83255,3.01404E+11,보문산로35번길,1,대전광역시
83256,3.01404E+11,보문산로365번길,0,대전광역시
83257,3.01404E+11,보문산로365번길,1,대전광역시
83258,3.01404E+11,보문산로365번길,2,대전광역시
83259,3.01404E+11,보문산로369번길,0,대전광역시
83260,3.01404E+11,보문산로369번길,1,대전광역시
83261,3.01404E+11,보문산로369번길,2,대전광역시
83262,3.01404E+11,보문산로36번길,0,대전광역시
83263,3.01404E+11,보문산로36번길,1,대전광역시
83264,3.01404E+11,보문산로388번길,0,대전광역시
83265,3.01404E+11,보문산로388번길,1,대전광역시
83266,3.01404E+11,보문산로388번길,2,대전광역시
83267,3.01404E+11,보문산로400번길,0,대전광역시
83268,3.01404E+11,보문산로400번길,1,대전광역시
83269,3.01404E+11,보문산로400번길,2,대전광역시
83270,3.01404E+11,보문산로41번길,0,대전광역시
83271,3.01404E+11,보문산로41번길,1,대전광역시
83272,3.01404E+11,보문산로63번길,0,대전광역시
83273,3.01404E+11,보문산로63번길,1,대전광역시
83274,3.01404E+11,보문산로64번길,0,대전광역시
83275,3.01404E+11,보문산로64번길,1,대전광역시
83276,3.01404E+11,보문산로77번길,0,대전광역시
83277,3.01404E+11,보문산로77번길,1,대전광역시
83278,3.01404E+11,보문산로78번길,0,대전광역시
83279,3.01404E+11,보문산로78번길,1,대전광역시
83280,3.01404E+11,봉소루로24번길,0,대전광역시
83281,3.01404E+11,봉소루로24번길,1,대전광역시
83282,3.01404E+11,봉소루로36번길,0,대전광역시
83283,3.01404E+11,봉소루로36번길,1,대전광역시
83284,3.01404E+11,봉소루로54번길,0,대전광역시
83285,3.01404E+11,봉소루로54번길,1,대전광역시
83286,3.01404E+11,봉소루로58번길,0,대전광역시
83287,3.01404E+11,봉소루로58번길,1,대전광역시
83288,3.01404E+11,부사로32번길,0,대전광역시
83289,3.01404E+11,부사로32번길,1,대전광역시
83290,3.01404E+11,부사로39번길,0,대전광역시
83291,3.01404E+11,부사로39번길,1,대전광역시
83292,3.01404E+11,부사로40번길,0,대전광역시
83293,3.01404E+11,부사로40번길,1,대전광역시
83294,3.01404E+11,부용로25번길,0,대전광역시
83295,3.01404E+11,부용로25번길,1,대전광역시
83296,3.01404E+11,부용로34번길,0,대전광역시
83297,3.01404E+11,부용로34번길,1,대전광역시
83298,3.01404E+11,부용로41번길,0,대전광역시
83299,3.01404E+11,부용로41번길,1,대전광역시
83300,3.01404E+11,부용로42번길,0,대전광역시
83301,3.01404E+11,부용로42번길,1,대전광역시
83302,3.01404E+11,부용로72번길,0,대전광역시
83303,3.01404E+11,부용로72번길,1,대전광역시
83304,3.01404E+11,뿌리공원로23번길,0,대전광역시
83305,3.01404E+11,뿌리공원로23번길,1,대전광역시
83306,3.01404E+11,뿌리공원로3번길,0,대전광역시
83307,3.01404E+11,뿌리공원로3번길,1,대전광역시
83308,3.01404E+11,뿌리공원로7번길,0,대전광역시
83309,3.01404E+11,뿌리공원로7번길,1,대전광역시
83310,3.01404E+11,사득로22번길,0,대전광역시
83311,3.01404E+11,사득로22번길,1,대전광역시
83312,3.01404E+11,사득로54번길,0,대전광역시
83313,3.01404E+11,사득로54번길,1,대전광역시
83314,3.01404E+11,사득로66번길,0,대전광역시
83315,3.01404E+11,사득로66번길,1,대전광역시
83316,3.01404E+11,사득로67번길,0,대전광역시
83317,3.01404E+11,사득로67번길,1,대전광역시
83318,3.01404E+11,사득로71번길,0,대전광역시
83319,3.01404E+11,사득로71번길,1,대전광역시
83320,3.01404E+11,사득로75번길,0,대전광역시
83321,3.01404E+11,사득로75번길,1,대전광역시
83322,3.01404E+11,사득로79번길,0,대전광역시
83323,3.01404E+11,사득로79번길,1,대전광역시
83324,3.01404E+11,사정공원로115번길,0,대전광역시
83325,3.01404E+11,사정공원로115번길,1,대전광역시
83326,3.01404E+11,사정공원로212번길,0,대전광역시
83327,3.01404E+11,사정공원로212번길,1,대전광역시
83328,3.01404E+11,산서로22번길,0,대전광역시
83329,3.01404E+11,산서로22번길,1,대전광역시
83330,3.01404E+11,산서로50번길,0,대전광역시
83331,3.01404E+11,산서로50번길,1,대전광역시
83332,3.01404E+11,산서로53번길,0,대전광역시
83333,3.01404E+11,산서로53번길,1,대전광역시
83334,3.01404E+11,산서로62번길,0,대전광역시
83335,3.01404E+11,산서로62번길,1,대전광역시
83336,3.01404E+11,산서로71번길,0,대전광역시
83337,3.01404E+11,산서로71번길,1,대전광역시
83338,3.01404E+11,산성로138번길,0,대전광역시
83339,3.01404E+11,산성로138번길,1,대전광역시
83340,3.01404E+11,산성로15번길,0,대전광역시
83341,3.01404E+11,산성로15번길,1,대전광역시
83342,3.01404E+11,산성로16번길,0,대전광역시
83343,3.01404E+11,산성로16번길,1,대전광역시
83344,3.01404E+11,산성로57번길,0,대전광역시
83345,3.01404E+11,산성로57번길,1,대전광역시
83346,3.01404E+11,서문로105번길,0,대전광역시
83347,3.01404E+11,서문로105번길,1,대전광역시
83348,3.01404E+11,서문로111번길,0,대전광역시
83349,3.01404E+11,서문로111번길,1,대전광역시
83350,3.01404E+11,서문로25번길,0,대전광역시
83351,3.01404E+11,서문로25번길,1,대전광역시
83352,3.01404E+11,서문로25번안길,0,대전광역시
83353,3.01404E+11,서문로25번안길,1,대전광역시
83354,3.01404E+11,서문로43번길,0,대전광역시
83355,3.01404E+11,서문로43번길,1,대전광역시
83356,3.01404E+11,서문로43번안길,0,대전광역시
83357,3.01404E+11,서문로43번안길,1,대전광역시
83358,3.01404E+11,선화로108번길,0,대전광역시
83359,3.01404E+11,선화로108번길,1,대전광역시
83360,3.01404E+11,선화로119번길,0,대전광역시
83361,3.01404E+11,선화로119번길,1,대전광역시
83362,3.01404E+11,선화로12번길,0,대전광역시
83363,3.01404E+11,선화로12번길,1,대전광역시
83364,3.01404E+11,선화로22번길,0,대전광역시
83365,3.01404E+11,선화로22번길,1,대전광역시
83366,3.01404E+11,선화로22번길,2,대전광역시
83367,3.01404E+11,선화로35번길,0,대전광역시
83368,3.01404E+11,선화로35번길,1,대전광역시
83369,3.01404E+11,선화로43번길,0,대전광역시
83370,3.01404E+11,선화로43번길,1,대전광역시
83371,3.01404E+11,선화로43번길,2,대전광역시
83372,3.01404E+11,선화로43번길,3,대전광역시
83373,3.01404E+11,선화로53번길,0,대전광역시
83374,3.01404E+11,선화로53번길,1,대전광역시
83375,3.01404E+11,선화로57번길,0,대전광역시
83376,3.01404E+11,선화로57번길,1,대전광역시
83377,3.01404E+11,선화로58번길,0,대전광역시
83378,3.01404E+11,선화로58번길,1,대전광역시
83379,3.01404E+11,선화로58번길,2,대전광역시
83380,3.01404E+11,선화로67번길,0,대전광역시
83381,3.01404E+11,선화로67번길,1,대전광역시
83382,3.01404E+11,선화로81번길,0,대전광역시
83383,3.01404E+11,선화로81번길,1,대전광역시
83384,3.01404E+11,선화로81번길,2,대전광역시
83385,3.01404E+11,선화로82번길,0,대전광역시
83386,3.01404E+11,선화로82번길,1,대전광역시
83387,3.01404E+11,선화로97번길,0,대전광역시
83388,3.01404E+11,선화로97번길,1,대전광역시
83389,3.01404E+11,선화서로113번길,0,대전광역시
83390,3.01404E+11,선화서로113번길,1,대전광역시
83391,3.01404E+11,선화서로113번길,2,대전광역시
83392,3.01404E+11,선화서로121번길,0,대전광역시
83393,3.01404E+11,선화서로121번길,1,대전광역시
83394,3.01404E+11,선화서로126번길,0,대전광역시
83395,3.01404E+11,선화서로126번길,1,대전광역시
83396,3.01404E+11,선화서로130번길,0,대전광역시
83397,3.01404E+11,선화서로130번길,1,대전광역시
83398,3.01404E+11,선화서로19번길,0,대전광역시
83399,3.01404E+11,선화서로19번길,1,대전광역시
83400,3.01404E+11,선화서로23번길,0,대전광역시
83401,3.01404E+11,선화서로23번길,1,대전광역시
83402,3.01404E+11,선화서로23번길,2,대전광역시
83403,3.01404E+11,선화서로29번길,0,대전광역시
83404,3.01404E+11,선화서로29번길,1,대전광역시
83405,3.01404E+11,선화서로43번길,0,대전광역시
83406,3.01404E+11,선화서로43번길,1,대전광역시
83407,3.01404E+11,선화서로51번길,0,대전광역시
83408,3.01404E+11,선화서로51번길,1,대전광역시
83409,3.01404E+11,선화서로52번길,0,대전광역시
83410,3.01404E+11,선화서로52번길,1,대전광역시
83411,3.01404E+11,선화서로57번길,0,대전광역시
83412,3.01404E+11,선화서로57번길,1,대전광역시
83413,3.01404E+11,성산로13번길,0,대전광역시
83414,3.01404E+11,성산로13번길,1,대전광역시
83415,3.01404E+11,성산로14번길,0,대전광역시
83416,3.01404E+11,성산로14번길,1,대전광역시
83417,3.01404E+11,성산로19번길,0,대전광역시
83418,3.01404E+11,성산로19번길,1,대전광역시
83419,3.01404E+11,성산로20번길,0,대전광역시
