,road_code,road_name,serial_number,si_do
82057,301104000000.0,토천2길,1,대전광역시
82058,301104000000.0,토천2길,2,대전광역시
82059,301104000000.0,토천3길,0,대전광역시
82060,301104000000.0,토천3길,1,대전광역시
82061,301104000000.0,토천4길,0,대전광역시
82062,301104000000.0,토천4길,1,대전광역시
82063,301104000000.0,토천5길,0,대전광역시
82064,301104000000.0,토천5길,1,대전광역시
82065,301104000000.0,토천6길,0,대전광역시
82066,301104000000.0,토천6길,1,대전광역시
82067,301104000000.0,토천6길,2,대전광역시
82068,301104000000.0,토천7길,0,대전광역시
82069,301104000000.0,토천7길,1,대전광역시
82070,301104000000.0,토천8길,0,대전광역시
82071,301104000000.0,토천8길,1,대전광역시
82072,301104000000.0,토천9길,0,대전광역시
82073,301104000000.0,토천9길,1,대전광역시
82074,301104000000.0,판교1길,0,대전광역시
82075,301104000000.0,판교1길,1,대전광역시
82076,301104000000.0,판교2길,0,대전광역시
82077,301104000000.0,판교2길,1,대전광역시
82078,301104000000.0,판교3길,0,대전광역시
82079,301104000000.0,판교3길,1,대전광역시
82080,301104000000.0,판암로122번길,0,대전광역시
82081,301104000000.0,판암로122번길,1,대전광역시
82082,301104000000.0,판암로62번길,0,대전광역시
82083,301104000000.0,판암로62번길,1,대전광역시
82084,301104000000.0,한남로17번길,0,대전광역시
82085,301104000000.0,한남로17번길,1,대전광역시
82086,301104000000.0,한남로18번길,0,대전광역시
82087,301104000000.0,한남로18번길,1,대전광역시
82088,301104000000.0,한남로67번길,0,대전광역시
82089,301104000000.0,한남로67번길,1,대전광역시
82090,301104000000.0,한남로7번길,0,대전광역시
82091,301104000000.0,한남로7번길,1,대전광역시
82092,301104000000.0,한남로8번길,0,대전광역시
82093,301104000000.0,한남로8번길,1,대전광역시
82094,301104000000.0,한마음1길,0,대전광역시
82095,301104000000.0,한마음1길,1,대전광역시
82096,301104000000.0,한마음2길,0,대전광역시
82097,301104000000.0,한마음2길,1,대전광역시
82098,301104000000.0,한마음2길,2,대전광역시
82099,301104000000.0,한마음3길,0,대전광역시
82100,301104000000.0,한마음3길,1,대전광역시
82101,301104000000.0,한밭대로1237번길,0,대전광역시
82102,301104000000.0,한밭대로1237번길,1,대전광역시
82103,301104000000.0,한밭대로1254번길,0,대전광역시
82104,301104000000.0,한밭대로1254번길,1,대전광역시
82105,301104000000.0,한밭대로1268번길,0,대전광역시
82106,301104000000.0,한밭대로1268번길,1,대전광역시
82107,301104000000.0,한밭대로1283번길,0,대전광역시
82108,301104000000.0,한밭대로1283번길,1,대전광역시
82109,301104000000.0,한밭대로1297번길,0,대전광역시
82110,301104000000.0,한밭대로1297번길,1,대전광역시
82111,301104000000.0,한밭대로1314번길,0,대전광역시
82112,301104000000.0,한밭대로1314번길,1,대전광역시
82113,301104000000.0,한밭대로1316번길,0,대전광역시
82114,301104000000.0,한밭대로1316번길,1,대전광역시
82115,301104000000.0,한솔길,0,대전광역시
82116,301104000000.0,한솔길,1,대전광역시
82117,301104000000.0,합내로21번길,0,대전광역시
82118,301104000000.0,합내로21번길,1,대전광역시
82119,301104000000.0,합내로23번길,0,대전광역시
82120,301104000000.0,합내로23번길,1,대전광역시
82121,301104000000.0,합내로23번길,2,대전광역시
82122,301104000000.0,현암로10번길,0,대전광역시
82123,301104000000.0,현암로10번길,1,대전광역시
82124,301104000000.0,현암로18번길,0,대전광역시
82125,301104000000.0,현암로18번길,1,대전광역시
82126,301104000000.0,현암로30번길,0,대전광역시
82127,301104000000.0,현암로30번길,1,대전광역시
82128,301104000000.0,현암로48번길,0,대전광역시
82129,301104000000.0,현암로48번길,1,대전광역시
82130,301104000000.0,현암로61번길,0,대전광역시
82131,301104000000.0,현암로61번길,1,대전광역시
82132,301104000000.0,현암로62번길,0,대전광역시
82133,301104000000.0,현암로62번길,1,대전광역시
82134,301104000000.0,현암로72번길,0,대전광역시
82135,301104000000.0,현암로72번길,1,대전광역시
82136,301104000000.0,홍도로33번길,0,대전광역시
82137,301104000000.0,홍도로33번길,1,대전광역시
82138,301104000000.0,홍도로39번길,0,대전광역시
82139,301104000000.0,홍도로39번길,1,대전광역시
82140,301104000000.0,홍도로43번길,0,대전광역시
82141,301104000000.0,홍도로43번길,1,대전광역시
82142,301104000000.0,홍도로46번길,0,대전광역시
82143,301104000000.0,홍도로46번길,1,대전광역시
82144,301104000000.0,홍도로46번길,2,대전광역시
82145,301104000000.0,홍도로51번길,0,대전광역시
82146,301104000000.0,홍도로51번길,1,대전광역시
82147,301104000000.0,홍도로55번길,0,대전광역시
82148,301104000000.0,홍도로55번길,1,대전광역시
82149,301104000000.0,홍도로9번길,0,대전광역시
82150,301104000000.0,홍도로9번길,1,대전광역시
82151,301104000000.0,회남로1047번길,0,대전광역시
82152,301104000000.0,회남로1047번길,1,대전광역시
82153,301104000000.0,회남로1085번길,0,대전광역시
82154,301104000000.0,회남로1085번길,1,대전광역시
82155,301104000000.0,회남로1113번길,0,대전광역시
82156,301104000000.0,회남로1113번길,1,대전광역시
82157,301104000000.0,회남로112번길,0,대전광역시
82158,301104000000.0,회남로112번길,1,대전광역시
82159,301104000000.0,회남로184번길,0,대전광역시
82160,301104000000.0,회남로184번길,1,대전광역시
82161,301104000000.0,회남로275번길,0,대전광역시
82162,301104000000.0,회남로275번길,1,대전광역시
82163,301104000000.0,회남로275번길,2,대전광역시
82164,301104000000.0,회남로372번길,0,대전광역시
82165,301104000000.0,회남로372번길,1,대전광역시
82166,301104000000.0,회남로58번길,0,대전광역시
82167,301104000000.0,회남로58번길,1,대전광역시
82168,301104000000.0,회남로79번길,0,대전광역시
82169,301104000000.0,회남로79번길,1,대전광역시
82170,301104000000.0,회남로79번길,2,대전광역시
82171,301104000000.0,회남로807번길,0,대전광역시
82172,301104000000.0,회남로807번길,1,대전광역시
82173,301104000000.0,효천1길,0,대전광역시
82174,301104000000.0,효천1길,1,대전광역시
82175,301104000000.0,효천2길,0,대전광역시
82176,301104000000.0,효천2길,1,대전광역시
82177,301104000000.0,효천2길,2,대전광역시
82178,301104000000.0,효천4길,0,대전광역시
82179,301104000000.0,효천4길,1,대전광역시
82180,301104000000.0,흥룡로36번길,0,대전광역시
82181,301104000000.0,흥룡로36번길,1,대전광역시
82182,301104000000.0,흥룡로37번길,0,대전광역시
82183,301104000000.0,흥룡로37번길,1,대전광역시
82184,301104000000.0,흥룡로65번길,0,대전광역시
82185,301104000000.0,흥룡로65번길,1,대전광역시
82186,301104000000.0,흥룡로71번길,0,대전광역시
82187,301104000000.0,흥룡로71번길,1,대전광역시
82188,301104000000.0,흥룡로75번길,0,대전광역시
82189,301104000000.0,흥룡로75번길,1,대전광역시
82190,301104000000.0,홍도로73번길,0,대전광역시
82191,301104000000.0,물류로14번길,0,대전광역시
82192,301104000000.0,물류로14번길,1,대전광역시
82193,301104000000.0,물류로13번길,0,대전광역시
82194,301104000000.0,물류로13번길,1,대전광역시
82195,301104000000.0,안골로28번길,0,대전광역시
82196,301104000000.0,안골로28번길,1,대전광역시
82197,301105000000.0,하소로76번길,0,대전광역시
82198,301105000000.0,하소로85번길,0,대전광역시
82199,301105000000.0,하소로85번길,1,대전광역시
82200,301105000000.0,옛신탄진로74번길,0,대전광역시
82201,301105000000.0,옛신탄진로74번길,1,대전광역시
82202,301105000000.0,동대전로22번길,0,대전광역시
82203,301105000000.0,동대전로22번길,1,대전광역시
82204,301105000000.0,동부로10번길,0,대전광역시
82205,301105000000.0,동부로10번길,1,대전광역시
82206,301105000000.0,동대전로46번길,0,대전광역시
82207,301105000000.0,동대전로46번길,1,대전광역시
82208,301105000000.0,동대전로46번길,2,대전광역시
82209,301105000000.0,동대전로46번길,3,대전광역시
82210,301105000000.0,동대전로46번길,4,대전광역시
82211,301105000000.0,산내로400번길,0,대전광역시
82212,301401000000.0,대전남부순환고속도로,0,대전광역시
82213,301401000000.0,대전남부순환고속도로,1,대전광역시
82214,301402000000.0,동서대로,0,대전광역시
82215,301402000000.0,동서대로,1,대전광역시
82216,301402000000.0,동서대로,2,대전광역시
82217,301402000000.0,동서대로,3,대전광역시
82218,301402000000.0,동서대로,4,대전광역시
82219,301402000000.0,동서대로,5,대전광역시
82220,301402000000.0,동서대로,6,대전광역시
82221,301403000000.0,대둔산로,0,대전광역시
82222,301403000000.0,대둔산로,1,대전광역시
82223,301403000000.0,대둔산로,2,대전광역시
82224,301403000000.0,대둔산로,3,대전광역시
82225,301403000000.0,대둔산로,4,대전광역시
82226,301403000000.0,복수로,0,대전광역시
82227,301403000000.0,복수로,1,대전광역시
82228,301403000000.0,계백로,0,대전광역시
82229,301403000000.0,계백로,1,대전광역시
82230,301403000000.0,계백로,2,대전광역시
82231,301403000000.0,계백로,3,대전광역시
82232,301403000000.0,계백로,4,대전광역시
82233,301403000000.0,대종로,0,대전광역시
82234,301403000000.0,대종로,1,대전광역시
82235,301403000000.0,대종로,2,대전광역시
82236,301403000000.0,대종로,3,대전광역시
82237,301403000000.0,대종로,4,대전광역시
82238,301403000000.0,대종로,5,대전광역시
82239,301403000000.0,대종로,6,대전광역시
82240,301403000000.0,대종로,7,대전광역시
82241,301403000000.0,대종로,8,대전광역시
82242,301403000000.0,대종로,9,대전광역시
82243,301403000000.0,대종로,10,대전광역시
82244,301403000000.0,대흥로,0,대전광역시
82245,301403000000.0,대흥로,1,대전광역시
82246,301403000000.0,대흥로,2,대전광역시
82247,301403000000.0,대흥로,3,대전광역시
82248,301403000000.0,대흥로,4,대전광역시
82249,301403000000.0,모암로,0,대전광역시
82250,301403000000.0,모암로,1,대전광역시
82251,301403000000.0,모암로,2,대전광역시
82252,301403000000.0,산서로,0,대전광역시
82253,301403000000.0,산서로,1,대전광역시
82254,301403000000.0,산서로,2,대전광역시
82255,301403000000.0,산서로,3,대전광역시
82256,301403000000.0,산서로,4,대전광역시
82257,301403000000.0,산서로,5,대전광역시
82258,301403000000.0,산서로,6,대전광역시
82259,301403000000.0,선화로,0,대전광역시
82260,301403000000.0,선화로,1,대전광역시
82261,301403000000.0,선화로,2,대전광역시
82262,301403000000.0,선화로,3,대전광역시
82263,301403000000.0,선화로,4,대전광역시
82264,301403000000.0,신기로,0,대전광역시
82265,301403000000.0,신기로,1,대전광역시
82266,301403000000.0,우암로,0,대전광역시
82267,301403000000.0,우암로,1,대전광역시
82268,301403000000.0,은어송로,0,대전광역시
82269,301403000000.0,인창로,0,대전광역시
82270,301403000000.0,인창로,1,대전광역시
82271,301403000000.0,인창로,2,대전광역시
82272,301403000000.0,중교로,0,대전광역시
82273,301403000000.0,중교로,1,대전광역시
82274,301403000000.0,중교로,2,대전광역시
82275,301403000000.0,충무로,0,대전광역시
82276,301403000000.0,충무로,1,대전광역시
82277,301403000000.0,충무로,2,대전광역시
82278,301403000000.0,충무로,3,대전광역시
82279,301403000000.0,충무로,4,대전광역시
82280,301403000000.0,학고개로,0,대전광역시
82281,301403000000.0,학고개로,1,대전광역시
82282,301403000000.0,한남로,0,대전광역시
82283,301403000000.0,보문산로,0,대전광역시
82284,301403000000.0,보문산로,1,대전광역시
82285,301403000000.0,보문산로,2,대전광역시
82286,301403000000.0,보문산로,3,대전광역시
82287,301403000000.0,평촌로,0,대전광역시
82288,301403000000.0,평촌로,1,대전광역시
82289,301403000000.0,평촌로,2,대전광역시
82290,301403000000.0,계룡로,0,대전광역시
82291,301403000000.0,계룡로,1,대전광역시
82292,301403000000.0,계룡로,2,대전광역시
82293,301403000000.0,계룡로,3,대전광역시
82294,301403000000.0,계룡로,4,대전광역시
82295,301403000000.0,보문로,0,대전광역시
82296,301403000000.0,보문로,1,대전광역시
82297,301403000000.0,보문로,2,대전광역시
82298,301403000000.0,보문로,3,대전광역시
82299,301403000000.0,보문로,4,대전광역시
82300,301403000000.0,보문로,5,대전광역시
82301,301403000000.0,중앙로,0,대전광역시
82302,301403000000.0,중앙로,1,대전광역시
82303,301403000000.0,중앙로,2,대전광역시
82304,301403000000.0,중앙로,3,대전광역시
82305,301403000000.0,중앙로,4,대전광역시
82306,301403000000.0,중앙로,5,대전광역시
82307,301403000000.0,가재울로,0,대전광역시
82308,301403000000.0,가재울로,1,대전광역시
82309,301403000000.0,과례로,0,대전광역시
82310,301403000000.0,과례로,1,대전광역시
82311,301403000000.0,과례로,2,대전광역시
82312,301403000000.0,남달미로,0,대전광역시
82313,301403000000.0,남달미로,1,대전광역시
82314,301403000000.0,단재로,0,대전광역시
82315,301403000000.0,단재로,1,대전광역시
82316,301403000000.0,단재로,2,대전광역시
82317,301403000000.0,당디로,0,대전광역시
82318,301403000000.0,당디로,1,대전광역시
82319,301403000000.0,당디로,2,대전광역시
82320,301403000000.0,대전천서로,0,대전광역시
82321,301403000000.0,대전천서로,1,대전광역시
82322,301403000000.0,대전천서로,2,대전광역시
82323,301403000000.0,대전천서로,3,대전광역시
82324,301403000000.0,대전천서로,4,대전광역시
82325,301403000000.0,대전천서로,5,대전광역시
82326,301403000000.0,대전천서로,6,대전광역시
82327,301403000000.0,대전천서로,7,대전광역시
82328,301403000000.0,대전천서로,8,대전광역시
82329,301403000000.0,돌다리로,0,대전광역시
82330,301403000000.0,돌다리로,1,대전광역시
82331,301403000000.0,목중로,0,대전광역시
82332,301403000000.0,목중로,1,대전광역시
82333,301403000000.0,목중로,2,대전광역시
82334,301403000000.0,문창로,0,대전광역시
82335,301403000000.0,문창로,1,대전광역시
82336,301403000000.0,문창로,2,대전광역시
82337,301403000000.0,문창로,3,대전광역시
82338,301403000000.0,방아미로,0,대전광역시
82339,301403000000.0,방아미로,1,대전광역시
82340,301403000000.0,범골로,0,대전광역시
82341,301403000000.0,범골로,1,대전광역시
82342,301403000000.0,범골로,2,대전광역시
82343,301403000000.0,보문산공원로,0,대전광역시
82344,301403000000.0,보문산공원로,1,대전광역시
82345,301403000000.0,보문산공원로,2,대전광역시
82346,301403000000.0,보문산공원로,3,대전광역시
82347,301403000000.0,보훈로,0,대전광역시
82348,301403000000.0,보훈로,1,대전광역시
82349,301403000000.0,봉소루로,0,대전광역시
82350,301403000000.0,봉소루로,1,대전광역시
82351,301403000000.0,봉소루로,2,대전광역시
82352,301403000000.0,부사로,0,대전광역시
82353,301403000000.0,부사로,1,대전광역시
82354,301403000000.0,부사로,2,대전광역시
82355,301403000000.0,부용로,0,대전광역시
82356,301403000000.0,부용로,1,대전광역시
82357,301403000000.0,뿌리공원로,0,대전광역시
82358,301403000000.0,뿌리공원로,1,대전광역시
82359,301403000000.0,뿌리공원로,2,대전광역시
82360,301403000000.0,사득로,0,대전광역시
82361,301403000000.0,사득로,1,대전광역시
82362,301403000000.0,사득로,2,대전광역시
82363,301403000000.0,사정공원로,0,대전광역시
82364,301403000000.0,사정공원로,1,대전광역시
82365,301403000000.0,산성로,0,대전광역시
82366,301403000000.0,산성로,1,대전광역시
82367,301403000000.0,산성로,2,대전광역시
82368,301403000000.0,서문로,0,대전광역시
82369,301403000000.0,서문로,1,대전광역시
82370,301403000000.0,선화서로,0,대전광역시
82371,301403000000.0,선화서로,1,대전광역시
82372,301403000000.0,선화서로,2,대전광역시
82373,301403000000.0,선화서로,3,대전광역시
82374,301403000000.0,성산로,0,대전광역시
82375,301403000000.0,성산로,1,대전광역시
82376,301403000000.0,솔밭로,0,대전광역시
82377,301403000000.0,솔밭로,1,대전광역시
82378,301403000000.0,솔밭로,2,대전광역시
82379,301403000000.0,송리로,0,대전광역시
82380,301403000000.0,송리로,1,대전광역시
82381,301403000000.0,수도산로,0,대전광역시
82382,301403000000.0,수도산로,1,대전광역시
82383,301403000000.0,수침로,0,대전광역시
82384,301403000000.0,수침로,1,대전광역시
82385,301403000000.0,수침로,2,대전광역시
82386,301403000000.0,안영로,0,대전광역시
82387,301403000000.0,안영로,1,대전광역시
82388,301403000000.0,안영로,2,대전광역시
82389,301403000000.0,어덕마을로,0,대전광역시
82390,301403000000.0,어덕마을로,1,대전광역시
82391,301403000000.0,어덕마을로,2,대전광역시
82392,301403000000.0,어덕마을로,3,대전광역시
82393,301403000000.0,오류로,0,대전광역시
82394,301403000000.0,오류로,1,대전광역시
82395,301403000000.0,용두로,0,대전광역시
82396,301403000000.0,용두로,1,대전광역시
82397,301403000000.0,운남로,0,대전광역시
82398,301403000000.0,운남로,1,대전광역시
82399,301403000000.0,운남로,2,대전광역시
82400,301403000000.0,유등천동로,0,대전광역시
82401,301403000000.0,유등천동로,1,대전광역시
82402,301403000000.0,유등천동로,2,대전광역시
82403,301403000000.0,유등천동로,3,대전광역시
82404,301403000000.0,유등천동로,4,대전광역시
82405,301403000000.0,유등천동로,5,대전광역시
82406,301403000000.0,유등천동로,6,대전광역시
82407,301403000000.0,유등천동로,7,대전광역시
82408,301403000000.0,유천로,0,대전광역시
82409,301403000000.0,유천로,1,대전광역시
82410,301403000000.0,유천로,2,대전광역시
82411,301403000000.0,잔디로,0,대전광역시
82412,301403000000.0,잔디로,1,대전광역시
82413,301403000000.0,잔디로,2,대전광역시
82414,301403000000.0,정생로,0,대전광역시
82415,301403000000.0,정생로,1,대전광역시
82416,301403000000.0,중촌로,0,대전광역시
82417,301403000000.0,중촌로,1,대전광역시
82418,301403000000.0,천근로,0,대전광역시
82419,301403000000.0,천근로,1,대전광역시
82420,301403000000.0,탑골로,0,대전광역시
82421,301403000000.0,탑골로,1,대전광역시
82422,301403000000.0,태평로,0,대전광역시
82423,301403000000.0,태평로,1,대전광역시
82424,301403000000.0,태평로,2,대전광역시
82425,301403000000.0,테미로,0,대전광역시
82426,301403000000.0,테미로,1,대전광역시
82427,301403000000.0,목동로,0,대전광역시
82428,301403000000.0,목동로,1,대전광역시
82429,301403000000.0,목동로,2,대전광역시
82430,301403000000.0,문화로,0,대전광역시
82431,301403000000.0,문화로,1,대전광역시
82432,301403000000.0,문화로,2,대전광역시
82433,301403000000.0,문화로,3,대전광역시
82434,301403000000.0,문화로,4,대전광역시
82435,301404000000.0,가재울로12번길,0,대전광역시
82436,301404000000.0,가재울로12번길,1,대전광역시
82437,301404000000.0,가재울로16번길,0,대전광역시
82438,301404000000.0,가재울로16번길,1,대전광역시
82439,301404000000.0,가재울로4번길,0,대전광역시
82440,301404000000.0,가재울로4번길,1,대전광역시
82441,301404000000.0,계룡로729번길,0,대전광역시
82442,301404000000.0,계룡로729번길,1,대전광역시
82443,301404000000.0,계룡로733번길,0,대전광역시
82444,301404000000.0,계룡로733번길,1,대전광역시
82445,301404000000.0,계룡로733번길,2,대전광역시
82446,301404000000.0,계룡로737번길,0,대전광역시
82447,301404000000.0,계룡로737번길,1,대전광역시
82448,301404000000.0,계룡로747번길,0,대전광역시
82449,301404000000.0,계룡로747번길,1,대전광역시
82450,301404000000.0,계룡로755번길,0,대전광역시
82451,301404000000.0,계룡로755번길,1,대전광역시
82452,301404000000.0,계룡로765번길,0,대전광역시
82453,301404000000.0,계룡로765번길,1,대전광역시
82454,301404000000.0,계룡로771번길,0,대전광역시
82455,301404000000.0,계룡로771번길,1,대전광역시
82456,301404000000.0,계룡로771번길,2,대전광역시
82457,301404000000.0,계룡로783번길,0,대전광역시
82458,301404000000.0,계룡로783번길,1,대전광역시
82459,301404000000.0,계룡로815번길,0,대전광역시
82460,301404000000.0,계룡로815번길,1,대전광역시
82461,301404000000.0,계룡로816번길,0,대전광역시
82462,301404000000.0,계룡로816번길,1,대전광역시
82463,301404000000.0,계룡로816번길,2,대전광역시
82464,301404000000.0,계룡로830번길,0,대전광역시
82465,301404000000.0,계룡로830번길,1,대전광역시
82466,301404000000.0,계룡로830번안길,0,대전광역시
82467,301404000000.0,계룡로830번안길,1,대전광역시
82468,301404000000.0,계룡로869번길,0,대전광역시
82469,301404000000.0,계룡로869번길,1,대전광역시
82470,301404000000.0,계룡로874번길,0,대전광역시
82471,301404000000.0,계룡로874번길,1,대전광역시
82472,301404000000.0,계룡로881번길,0,대전광역시
82473,301404000000.0,계룡로881번길,1,대전광역시
82474,301404000000.0,계룡로882번길,0,대전광역시
82475,301404000000.0,계룡로882번길,1,대전광역시
82476,301404000000.0,계룡로904번길,0,대전광역시
82477,301404000000.0,계룡로904번길,1,대전광역시
82478,301404000000.0,계룡로904번안길,0,대전광역시
82479,301404000000.0,계룡로904번안길,1,대전광역시
82480,301404000000.0,계룡로918번길,0,대전광역시
82481,301404000000.0,계룡로918번길,1,대전광역시
82482,301404000000.0,계룡로920번길,0,대전광역시
82483,301404000000.0,계룡로920번길,1,대전광역시
82484,301404000000.0,계룡로920번안길,0,대전광역시
82485,301404000000.0,계룡로920번안길,1,대전광역시
82486,301404000000.0,계룡로920번안길,2,대전광역시
82487,301404000000.0,계룡로921번길,0,대전광역시
82488,301404000000.0,계룡로921번길,1,대전광역시
82489,301404000000.0,계룡로929번길,0,대전광역시
82490,301404000000.0,계룡로929번길,1,대전광역시
82491,301404000000.0,계룡로955번길,0,대전광역시
82492,301404000000.0,계룡로955번길,1,대전광역시
82493,301404000000.0,계룡로955번길,2,대전광역시
82494,301404000000.0,계백로1498번길,0,대전광역시
82495,301404000000.0,계백로1498번길,1,대전광역시
82496,301404000000.0,계백로1508번길,0,대전광역시
82497,301404000000.0,계백로1508번길,1,대전광역시
82498,301404000000.0,계백로1516번길,0,대전광역시
82499,301404000000.0,계백로1516번길,1,대전광역시
82500,301404000000.0,계백로1522번길,0,대전광역시
82501,301404000000.0,계백로1522번길,1,대전광역시
82502,301404000000.0,계백로1550번길,0,대전광역시
82503,301404000000.0,계백로1550번길,1,대전광역시
82504,301404000000.0,계백로1565번길,0,대전광역시
82505,301404000000.0,계백로1565번길,1,대전광역시
82506,301404000000.0,계백로1566번길,0,대전광역시
82507,301404000000.0,계백로1566번길,1,대전광역시
82508,301404000000.0,계백로1571번길,0,대전광역시
82509,301404000000.0,계백로1571번길,1,대전광역시
82510,301404000000.0,계백로1583번길,0,대전광역시
82511,301404000000.0,계백로1583번길,1,대전광역시
82512,301404000000.0,계백로1584번길,0,대전광역시
82513,301404000000.0,계백로1584번길,1,대전광역시
82514,301404000000.0,계백로1590번길,0,대전광역시
82515,301404000000.0,계백로1590번길,1,대전광역시
82516,301404000000.0,계백로1593번길,0,대전광역시
82517,301404000000.0,계백로1593번길,1,대전광역시
82518,301404000000.0,계백로1603번길,0,대전광역시
82519,301404000000.0,계백로1603번길,1,대전광역시
82520,301404000000.0,계백로1615번길,0,대전광역시
82521,301404000000.0,계백로1615번길,1,대전광역시
82522,301404000000.0,계백로1618번길,0,대전광역시
82523,301404000000.0,계백로1618번길,1,대전광역시
82524,301404000000.0,계백로1630번길,0,대전광역시
82525,301404000000.0,계백로1630번길,1,대전광역시
82526,301404000000.0,계백로1630번안길,0,대전광역시
82527,301404000000.0,계백로1630번안길,1,대전광역시
82528,301404000000.0,계백로1642번길,0,대전광역시
82529,301404000000.0,계백로1642번길,1,대전광역시
82530,301404000000.0,계백로1646번길,0,대전광역시
82531,301404000000.0,계백로1646번길,1,대전광역시
82532,301404000000.0,계백로1653번길,0,대전광역시
82533,301404000000.0,계백로1653번길,1,대전광역시
82534,301404000000.0,계백로1654번길,0,대전광역시
82535,301404000000.0,계백로1654번길,1,대전광역시
82536,301404000000.0,계백로1658번길,0,대전광역시
82537,301404000000.0,계백로1658번길,1,대전광역시
82538,301404000000.0,계백로1659번길,0,대전광역시
82539,301404000000.0,계백로1659번길,1,대전광역시
82540,301404000000.0,계백로1660번길,0,대전광역시
82541,301404000000.0,계백로1660번길,1,대전광역시
82542,301404000000.0,계백로1685번길,0,대전광역시
82543,301404000000.0,계백로1685번길,1,대전광역시
82544,301404000000.0,계백로1686번길,0,대전광역시
82545,301404000000.0,계백로1686번길,1,대전광역시
82546,301404000000.0,계백로1716번길,0,대전광역시
82547,301404000000.0,계백로1716번길,1,대전광역시
82548,301404000000.0,과례로22번길,0,대전광역시
82549,301404000000.0,과례로22번길,1,대전광역시
82550,301404000000.0,과례로39번길,0,대전광역시
82551,301404000000.0,과례로39번길,1,대전광역시
82552,301404000000.0,과례로67번길,0,대전광역시
82553,301404000000.0,과례로67번길,1,대전광역시
82554,301404000000.0,금동길,0,대전광역시
82555,301404000000.0,금동길,1,대전광역시
82556,301404000000.0,남달미로103번길,0,대전광역시
82557,301404000000.0,남달미로103번길,1,대전광역시
82558,301404000000.0,남달미로61번길,0,대전광역시
82559,301404000000.0,남달미로61번길,1,대전광역시
82560,301404000000.0,남달미로87번길,0,대전광역시
82561,301404000000.0,남달미로87번길,1,대전광역시
82562,301404000000.0,남달미로95번길,0,대전광역시
82563,301404000000.0,남달미로95번길,1,대전광역시
82564,301404000000.0,단재로229번길,0,대전광역시
82565,301404000000.0,단재로229번길,1,대전광역시
82566,301404000000.0,당골길,0,대전광역시
82567,301404000000.0,당골길,1,대전광역시
82568,301404000000.0,당디로124번길,0,대전광역시
82569,301404000000.0,당디로124번길,1,대전광역시
82570,301404000000.0,당디로36번길,0,대전광역시
82571,301404000000.0,당디로36번길,1,대전광역시
82572,301404000000.0,당디로36번길,2,대전광역시
82573,301404000000.0,당디로50번길,0,대전광역시
82574,301404000000.0,당디로50번길,1,대전광역시
82575,301404000000.0,당디로50번길,2,대전광역시
82576,301404000000.0,당디로56번길,0,대전광역시
82577,301404000000.0,당디로56번길,1,대전광역시
82578,301404000000.0,당디로6번길,0,대전광역시
82579,301404000000.0,당디로6번길,1,대전광역시
82580,301404000000.0,당디로6번길,2,대전광역시
82581,301404000000.0,당디로75번길,0,대전광역시
82582,301404000000.0,당디로75번길,1,대전광역시
82583,301404000000.0,당디로76번길,0,대전광역시
82584,301404000000.0,당디로76번길,1,대전광역시
82585,301404000000.0,당디로79번길,0,대전광역시
82586,301404000000.0,당디로79번길,1,대전광역시
82587,301404000000.0,당디로90번길,0,대전광역시
82588,301404000000.0,당디로90번길,1,대전광역시
82589,301404000000.0,당디로95번길,0,대전광역시
82590,301404000000.0,당디로95번길,1,대전광역시
82591,301404000000.0,당디로96번길,0,대전광역시
82592,301404000000.0,당디로96번길,1,대전광역시
82593,301404000000.0,대둔산로128번길,0,대전광역시
82594,301404000000.0,대둔산로128번길,1,대전광역시
82595,301404000000.0,대둔산로137번길,0,대전광역시
82596,301404000000.0,대둔산로137번길,1,대전광역시
82597,301404000000.0,대둔산로159번길,0,대전광역시
82598,301404000000.0,대둔산로159번길,1,대전광역시
82599,301404000000.0,대둔산로159번안길,0,대전광역시
82600,301404000000.0,대둔산로159번안길,1,대전광역시
82601,301404000000.0,대둔산로184번길,0,대전광역시
82602,301404000000.0,대둔산로184번길,1,대전광역시
82603,301404000000.0,대둔산로199번길,0,대전광역시
82604,301404000000.0,대둔산로199번길,1,대전광역시
82605,301404000000.0,대둔산로200번길,0,대전광역시
82606,301404000000.0,대둔산로200번길,1,대전광역시
82607,301404000000.0,대둔산로255번길,0,대전광역시
82608,301404000000.0,대둔산로255번길,1,대전광역시
82609,301404000000.0,대둔산로300번길,0,대전광역시
82610,301404000000.0,대둔산로300번길,1,대전광역시
82611,301404000000.0,대둔산로316번길,0,대전광역시
82612,301404000000.0,대둔산로316번길,1,대전광역시
82613,301404000000.0,대둔산로31번길,0,대전광역시
82614,301404000000.0,대둔산로31번길,1,대전광역시
82615,301404000000.0,대둔산로323번길,0,대전광역시
82616,301404000000.0,대둔산로323번길,1,대전광역시
82617,301404000000.0,대둔산로326번길,0,대전광역시
82618,301404000000.0,대둔산로326번길,1,대전광역시
82619,301404000000.0,대둔산로346번길,0,대전광역시
82620,301404000000.0,대둔산로346번길,1,대전광역시
82621,301404000000.0,대둔산로350번길,0,대전광역시
82622,301404000000.0,대둔산로350번길,1,대전광역시
82623,301404000000.0,대둔산로364번길,0,대전광역시
82624,301404000000.0,대둔산로364번길,1,대전광역시
82625,301404000000.0,대둔산로364번길,2,대전광역시
82626,301404000000.0,대둔산로373번길,0,대전광역시
